"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 36.4298 0.3205 0.185185185185185 0.0968660968660969 0.0598290598290598 0.165242165242165 0.276353276353276 0.0769230769230769 0.13960113960114 0
"2" 36.4298 1.63934444444444 0.179487179487179 0.0968660968660969 0.0626780626780627 0.165242165242165 0.276353276353276 0.0769230769230769 0.142450142450142 0
"3" 36.4298 2.95818888888889 0.179487179487179 0.0997150997150997 0.0683760683760684 0.156695156695157 0.267806267806268 0.0797720797720798 0.148148148148148 0
"4" 36.4298 4.27703333333333 0.170940170940171 0.0997150997150997 0.0797720797720798 0.15954415954416 0.262108262108262 0.0826210826210826 0.145299145299145 0
"5" 36.4298 5.59587777777778 0.153846153846154 0.0883190883190883 0.153846153846154 0.136752136752137 0.222222222222222 0.116809116809117 0.128205128205128 0
"6" 36.4298 6.91472222222222 0.111111111111111 0.0854700854700855 0.219373219373219 0.176638176638177 0.150997150997151 0.133903133903134 0.122507122507123 0
"7" 36.4298 8.23356666666666 0.0740740740740741 0.105413105413105 0.341880341880342 0.153846153846154 0.0655270655270655 0.148148148148148 0.111111111111111 0
"8" 36.4298 9.55241111111111 0.0740740740740741 0.11965811965812 0.336182336182336 0.150997150997151 0.056980056980057 0.148148148148148 0.113960113960114 0
"9" 36.4298 10.8712555555556 0.0826210826210826 0.125356125356125 0.324786324786325 0.156695156695157 0.0626780626780627 0.13960113960114 0.108262108262108 0
"10" 36.4298 12.1901 0.0854700854700855 0.125356125356125 0.304843304843305 0.150997150997151 0.0826210826210826 0.133903133903134 0.116809116809117 0
"11" 36.4298 13.5089444444444 0.0797720797720798 0.131054131054131 0.296296296296296 0.13960113960114 0.0854700854700855 0.13960113960114 0.128205128205128 0
"12" 36.4298 14.8277888888889 0.0854700854700855 0.11965811965812 0.299145299145299 0.136752136752137 0.0883190883190883 0.142450142450142 0.128205128205128 0
"13" 36.4298 16.1466333333333 0.111111111111111 0.113960113960114 0.250712250712251 0.145299145299145 0.0997150997150997 0.156695156695157 0.122507122507123 0
"14" 36.4298 17.4654777777778 0.188034188034188 0.122507122507123 0.173789173789174 0.128205128205128 0.13960113960114 0.116809116809117 0.131054131054131 0
"15" 36.4298 18.7843222222222 0.225071225071225 0.122507122507123 0.153846153846154 0.102564102564103 0.148148148148148 0.111111111111111 0.136752136752137 0
"16" 36.4298 20.1031666666667 0.245014245014245 0.116809116809117 0.153846153846154 0.0911680911680912 0.133903133903134 0.122507122507123 0.136752136752137 0
"17" 36.4298 21.4220111111111 0.262108262108262 0.122507122507123 0.142450142450142 0.0883190883190883 0.11965811965812 0.131054131054131 0.133903133903134 0
"18" 36.4298 22.7408555555556 0.273504273504274 0.131054131054131 0.125356125356125 0.0854700854700855 0.122507122507123 0.125356125356125 0.136752136752137 0
"19" 36.4298 24.0597 0.276353276353276 0.145299145299145 0.122507122507123 0.0740740740740741 0.128205128205128 0.128205128205128 0.125356125356125 0
"20" 36.4298 25.3785444444444 0.282051282051282 0.145299145299145 0.125356125356125 0.0655270655270655 0.133903133903134 0.128205128205128 0.11965811965812 0
"21" 36.4298 26.6973888888889 0.290598290598291 0.15954415954416 0.108262108262108 0.0598290598290598 0.13960113960114 0.11965811965812 0.122507122507123 0
"22" 36.4298 28.0162333333333 0.304843304843305 0.173789173789174 0.0997150997150997 0.0484330484330484 0.145299145299145 0.122507122507123 0.105413105413105 0
"23" 36.4298 29.3350777777778 0.296296296296296 0.150997150997151 0.0968660968660969 0.0883190883190883 0.148148148148148 0.105413105413105 0.113960113960114 0
"24" 36.4298 30.6539222222222 0.299145299145299 0.156695156695157 0.102564102564103 0.0683760683760684 0.153846153846154 0.111111111111111 0.108262108262108 0
"25" 36.4298 31.9727666666667 0.316239316239316 0.162393162393162 0.0997150997150997 0.0541310541310541 0.148148148148148 0.116809116809117 0.102564102564103 0
"26" 36.4298 33.2916111111111 0.313390313390313 0.168091168091168 0.0997150997150997 0.0541310541310541 0.142450142450142 0.116809116809117 0.105413105413105 0
"27" 36.4298 34.6104555555556 0.310541310541311 0.170940170940171 0.0968660968660969 0.056980056980057 0.13960113960114 0.11965811965812 0.105413105413105 0
"28" 36.4298 35.9293 0.310541310541311 0.173789173789174 0.0968660968660969 0.0512820512820513 0.145299145299145 0.113960113960114 0.108262108262108 0
"29" 36.4298 37.2481444444444 0.307692307692308 0.182336182336182 0.122507122507123 0.0455840455840456 0.11965811965812 0.111111111111111 0.111111111111111 0
"30" 36.4298 38.5669888888889 0.262108262108262 0.216524216524217 0.148148148148148 0.0512820512820513 0.108262108262108 0.108262108262108 0.105413105413105 0
"31" 36.4298 39.8858333333333 0.15954415954416 0.256410256410256 0.153846153846154 0.0683760683760684 0.122507122507123 0.105413105413105 0.133903133903134 0
"32" 36.4298 41.2046777777778 0.125356125356125 0.282051282051282 0.148148148148148 0.0797720797720798 0.128205128205128 0.111111111111111 0.125356125356125 0
"33" 36.4298 42.5235222222222 0.111111111111111 0.287749287749288 0.150997150997151 0.0968660968660969 0.122507122507123 0.113960113960114 0.116809116809117 0
"34" 36.4298 43.8423666666667 0.105413105413105 0.282051282051282 0.15954415954416 0.0997150997150997 0.125356125356125 0.116809116809117 0.111111111111111 0
"35" 36.4298 45.1612111111111 0.108262108262108 0.279202279202279 0.165242165242165 0.102564102564103 0.122507122507123 0.108262108262108 0.113960113960114 0
"36" 36.4298 46.4800555555556 0.11965811965812 0.276353276353276 0.15954415954416 0.102564102564103 0.11965811965812 0.108262108262108 0.113960113960114 0
"37" 36.4298 47.7989 0.113960113960114 0.273504273504274 0.156695156695157 0.102564102564103 0.128205128205128 0.108262108262108 0.116809116809117 0
"38" 36.4298 49.1177444444444 0.113960113960114 0.270655270655271 0.153846153846154 0.0997150997150997 0.13960113960114 0.105413105413105 0.116809116809117 0
"39" 36.4298 50.4365888888889 0.113960113960114 0.270655270655271 0.153846153846154 0.0997150997150997 0.13960113960114 0.105413105413105 0.116809116809117 0
"40" 36.4298 51.7554333333333 0.111111111111111 0.270655270655271 0.153846153846154 0.0997150997150997 0.142450142450142 0.105413105413105 0.116809116809117 0
"41" 36.4298 53.0742777777778 0.111111111111111 0.270655270655271 0.153846153846154 0.0997150997150997 0.13960113960114 0.108262108262108 0.116809116809117 0
"42" 36.4298 54.3931222222222 0.108262108262108 0.264957264957265 0.156695156695157 0.094017094017094 0.148148148148148 0.113960113960114 0.113960113960114 0
"43" 36.4298 55.7119666666667 0.133903133903134 0.247863247863248 0.136752136752137 0.122507122507123 0.131054131054131 0.122507122507123 0.105413105413105 0
"44" 36.4298 57.0308111111111 0.131054131054131 0.230769230769231 0.128205128205128 0.131054131054131 0.11965811965812 0.13960113960114 0.11965811965812 0
"45" 36.4298 58.3496555555556 0.136752136752137 0.199430199430199 0.11965811965812 0.142450142450142 0.128205128205128 0.153846153846154 0.11965811965812 0
"46" 36.4298 59.6685 0.150997150997151 0.182336182336182 0.125356125356125 0.150997150997151 0.116809116809117 0.150997150997151 0.122507122507123 0
"47" 36.4298 60.9873444444444 0.156695156695157 0.170940170940171 0.131054131054131 0.15954415954416 0.113960113960114 0.150997150997151 0.116809116809117 0
"48" 36.4298 62.3061888888889 0.156695156695157 0.170940170940171 0.131054131054131 0.162393162393162 0.108262108262108 0.150997150997151 0.11965811965812 0
"49" 36.4298 63.6250333333333 0.170940170940171 0.15954415954416 0.131054131054131 0.15954415954416 0.105413105413105 0.162393162393162 0.111111111111111 0
"50" 36.4298 64.9438777777778 0.170940170940171 0.150997150997151 0.128205128205128 0.153846153846154 0.113960113960114 0.168091168091168 0.113960113960114 0
"51" 36.4298 66.2627222222222 0.156695156695157 0.153846153846154 0.136752136752137 0.156695156695157 0.108262108262108 0.170940170940171 0.116809116809117 0
"52" 36.4298 67.5815666666667 0.176638176638177 0.150997150997151 0.131054131054131 0.153846153846154 0.113960113960114 0.162393162393162 0.111111111111111 0
"53" 36.4298 68.9004111111111 0.179487179487179 0.145299145299145 0.133903133903134 0.153846153846154 0.11965811965812 0.15954415954416 0.108262108262108 0
"54" 36.4298 70.2192555555555 0.179487179487179 0.145299145299145 0.142450142450142 0.148148148148148 0.113960113960114 0.15954415954416 0.111111111111111 0
"55" 36.4298 71.5381 0.162393162393162 0.156695156695157 0.145299145299145 0.148148148148148 0.133903133903134 0.145299145299145 0.108262108262108 0
"56" 36.4298 72.8569444444444 0.15954415954416 0.133903133903134 0.150997150997151 0.168091168091168 0.131054131054131 0.148148148148148 0.108262108262108 0
"57" 36.4298 74.1757888888889 0.150997150997151 0.131054131054131 0.153846153846154 0.15954415954416 0.13960113960114 0.148148148148148 0.116809116809117 0
"58" 36.4298 75.4946333333333 0.15954415954416 0.133903133903134 0.142450142450142 0.170940170940171 0.136752136752137 0.13960113960114 0.116809116809117 0
"59" 36.4298 76.8134777777778 0.156695156695157 0.13960113960114 0.13960113960114 0.176638176638177 0.13960113960114 0.128205128205128 0.11965811965812 0
"60" 36.4298 78.1323222222222 0.153846153846154 0.131054131054131 0.156695156695157 0.168091168091168 0.142450142450142 0.131054131054131 0.116809116809117 0
"61" 36.4298 79.4511666666667 0.148148148148148 0.122507122507123 0.165242165242165 0.162393162393162 0.13960113960114 0.125356125356125 0.136752136752137 0
"62" 36.4298 80.7700111111111 0.13960113960114 0.11965811965812 0.150997150997151 0.173789173789174 0.150997150997151 0.128205128205128 0.136752136752137 0
"63" 36.4298 82.0888555555555 0.133903133903134 0.116809116809117 0.156695156695157 0.173789173789174 0.153846153846154 0.11965811965812 0.145299145299145 0
"64" 36.4298 83.4077 0.142450142450142 0.125356125356125 0.15954415954416 0.165242165242165 0.150997150997151 0.125356125356125 0.131054131054131 0
"65" 36.4298 84.7265444444444 0.148148148148148 0.116809116809117 0.145299145299145 0.173789173789174 0.148148148148148 0.131054131054131 0.136752136752137 0
"66" 36.4298 86.0453888888889 0.11965811965812 0.131054131054131 0.150997150997151 0.170940170940171 0.133903133903134 0.148148148148148 0.145299145299145 0
"67" 36.4298 87.3642333333333 0.122507122507123 0.131054131054131 0.145299145299145 0.15954415954416 0.145299145299145 0.148148148148148 0.148148148148148 0
"68" 36.4298 88.6830777777778 0.11965811965812 0.142450142450142 0.142450142450142 0.162393162393162 0.153846153846154 0.13960113960114 0.13960113960114 0
"69" 36.4298 90.0019222222222 0.0997150997150997 0.145299145299145 0.145299145299145 0.170940170940171 0.148148148148148 0.153846153846154 0.136752136752137 0
"70" 36.4298 91.3207666666667 0.102564102564103 0.133903133903134 0.148148148148148 0.173789173789174 0.150997150997151 0.145299145299145 0.145299145299145 0
"71" 36.4298 92.6396111111111 0.105413105413105 0.111111111111111 0.148148148148148 0.179487179487179 0.15954415954416 0.153846153846154 0.142450142450142 0
"72" 36.4298 93.9584555555555 0.094017094017094 0.111111111111111 0.148148148148148 0.188034188034188 0.15954415954416 0.153846153846154 0.145299145299145 0
"73" 36.4298 95.2773 0.102564102564103 0.0968660968660969 0.148148148148148 0.193732193732194 0.15954415954416 0.153846153846154 0.145299145299145 0
"74" 36.4298 96.5961444444444 0.0997150997150997 0.094017094017094 0.150997150997151 0.190883190883191 0.15954415954416 0.15954415954416 0.145299145299145 0
"75" 36.4298 97.9149888888889 0.105413105413105 0.105413105413105 0.148148148148148 0.188034188034188 0.15954415954416 0.153846153846154 0.13960113960114 0
"76" 36.4298 99.2338333333333 0.0911680911680912 0.11965811965812 0.142450142450142 0.188034188034188 0.148148148148148 0.162393162393162 0.148148148148148 0
